fantasy_team_id,user_id,fantasy_team_name,roster_size,player_id
1,1,user1's team,12,55173
1,1,user1's team,12,46215
1,1,user1's team,12,54683
1,1,user1's team,12,52733
1,1,user1's team,12,52413
1,1,user1's team,12,52616
1,1,user1's team,12,54936
1,1,user1's team,12,44875
1,1,user1's team,12,48516
1,1,user1's team,12,53483
1,1,user1's team,12,54473
1,1,user1's team,12,48233
2,2,user2's team,12,46249
2,2,user2's team,12,43845
2,2,user2's team,12,46141
2,2,user2's team,12,53661
2,2,user2's team,12,41532
2,2,user2's team,12,52430
2,2,user2's team,12,52421
2,2,user2's team,12,45900
2,2,user2's team,12,47833
2,2,user2's team,12,46163
2,2,user2's team,12,44879
2,2,user2's team,12,46522
3,3,user3's team,12,47939
3,3,user3's team,12,47816
3,3,user3's team,12,35449
3,3,user3's team,12,54517
3,3,user3's team,12,40023
3,3,user3's team,12,35466
3,3,user3's team,12,46173
3,3,user3's team,12,47787
3,3,user3's team,12,44879
3,3,user3's team,12,43455
3,3,user3's team,12,42369
3,3,user3's team,12,52971
4,4,user4's team,12,25511
4,4,user4's team,12,52515
4,4,user4's team,12,46958
4,4,user4's team,12,46823
4,4,user4's team,12,52513
4,4,user4's team,12,54498
4,4,user4's team,12,54537
4,4,user4's team,12,46146
4,4,user4's team,12,43305
4,4,user4's team,12,54668
4,4,user4's team,12,53581
4,4,user4's team,12,53074
5,5,user5's team,12,53556
5,5,user5's team,12,48241
5,5,user5's team,12,52441
5,5,user5's team,12,46302
5,5,user5's team,12,46998
5,5,user5's team,12,46235
5,5,user5's team,12,48027
5,5,user5's team,12,46243
5,5,user5's team,12,42421
5,5,user5's team,12,53579
5,5,user5's team,12,43356
5,5,user5's team,12,40030
6,6,user6's team,12,46354
6,6,user6's team,12,47911
6,6,user6's team,12,43356
6,6,user6's team,12,43537
6,6,user6's team,12,38588
6,6,user6's team,12,46331
6,6,user6's team,12,46229
6,6,user6's team,12,44835
6,6,user6's team,12,53592
6,6,user6's team,12,54483
6,6,user6's team,12,53438
6,6,user6's team,12,43352
7,7,user7's team,12,53583
7,7,user7's team,12,47807
7,7,user7's team,12,48235
7,7,user7's team,12,48415
7,7,user7's team,12,46331
7,7,user7's team,12,42471
7,7,user7's team,12,46092
7,7,user7's team,12,43478
7,7,user7's team,12,42560
7,7,user7's team,12,37139
7,7,user7's team,12,46309
7,7,user7's team,12,47833
8,8,user8's team,12,41475
8,8,user8's team,12,45900
8,8,user8's team,12,42503
8,8,user8's team,12,46711
8,8,user8's team,12,47884
8,8,user8's team,12,48556
8,8,user8's team,12,44822
8,8,user8's team,12,41269
8,8,user8's team,12,46841
8,8,user8's team,12,44818
8,8,user8's team,12,46103
8,8,user8's team,12,54604
9,9,user9's team,12,48489
9,9,user9's team,12,48657
9,9,user9's team,12,47934
9,9,user9's team,12,54498
9,9,user9's team,12,46082
9,9,user9's team,12,53518
9,9,user9's team,12,46203
9,9,user9's team,12,40078
9,9,user9's team,12,54582
9,9,user9's team,12,53455
9,9,user9's team,12,41915
9,9,user9's team,12,53558
10,10,user10's team,12,46354
10,10,user10's team,12,47867
10,10,user10's team,12,42469
10,10,user10's team,12,41532
10,10,user10's team,12,45185
10,10,user10's team,12,43722
10,10,user10's team,12,52500
10,10,user10's team,12,43356
10,10,user10's team,12,35452
10,10,user10's team,12,52663
10,10,user10's team,12,52743
10,10,user10's team,12,54479
11,11,user11's team,12,43361
11,11,user11's team,12,38559
11,11,user11's team,12,47944
11,11,user11's team,12,53503
11,11,user11's team,12,47844
11,11,user11's team,12,44938
11,11,user11's team,12,37078
11,11,user11's team,12,53438
11,11,user11's team,12,43296
11,11,user11's team,12,46188
11,11,user11's team,12,44879
11,11,user11's team,12,47787
12,12,user12's team,12,43335
12,12,user12's team,12,52454
12,12,user12's team,12,47811
12,12,user12's team,12,48096
12,12,user12's team,12,46146
12,12,user12's team,12,46235
12,12,user12's team,12,53474
12,12,user12's team,12,54650
12,12,user12's team,12,53571
12,12,user12's team,12,52513
12,12,user12's team,12,53445
12,12,user12's team,12,53472
13,13,user13's team,12,52481
13,13,user13's team,12,54543
13,13,user13's team,12,53596
13,13,user13's team,12,53608
13,13,user13's team,12,53464
13,13,user13's team,12,43335
13,13,user13's team,12,47873
13,13,user13's team,12,43316
13,13,user13's team,12,46407
13,13,user13's team,12,48646
13,13,user13's team,12,52444
13,13,user13's team,12,43433
14,14,user14's team,12,44896
14,14,user14's team,12,48241
14,14,user14's team,12,44848
14,14,user14's team,12,43454
14,14,user14's team,12,53537
14,14,user14's team,12,46671
14,14,user14's team,12,53499
14,14,user14's team,12,55042
14,14,user14's team,12,46166
14,14,user14's team,12,48476
14,14,user14's team,12,46501
14,14,user14's team,12,46226
15,15,user15's team,12,42480
15,15,user15's team,12,44834
15,15,user15's team,12,38559
15,15,user15's team,12,53526
15,15,user15's team,12,43291
15,15,user15's team,12,44896
15,15,user15's team,12,53490
15,15,user15's team,12,52416
15,15,user15's team,12,46093
15,15,user15's team,12,48473
15,15,user15's team,12,41230
15,15,user15's team,12,44842
16,16,user16's team,12,46671
16,16,user16's team,12,53480
16,16,user16's team,12,53549
16,16,user16's team,12,52524
16,16,user16's team,12,40488
16,16,user16's team,12,37101
16,16,user16's team,12,42345
16,16,user16's team,12,45045
16,16,user16's team,12,41786
16,16,user16's team,12,42511
16,16,user16's team,12,44931
16,16,user16's team,12,46106
17,17,user17's team,12,52600
17,17,user17's team,12,38544
17,17,user17's team,12,48530
17,17,user17's team,12,44866
17,17,user17's team,12,47834
17,17,user17's team,12,47884
17,17,user17's team,12,54600
17,17,user17's team,12,53463
17,17,user17's team,12,44944
17,17,user17's team,12,41230
17,17,user17's team,12,46155
17,17,user17's team,12,55158
18,18,user18's team,12,48220
18,18,user18's team,12,54586
18,18,user18's team,12,54599
18,18,user18's team,12,54530
18,18,user18's team,12,44888
18,18,user18's team,12,41361
18,18,user18's team,12,41246
18,18,user18's team,12,54478
18,18,user18's team,12,46331
18,18,user18's team,12,52566
18,18,user18's team,12,35459
18,18,user18's team,12,46091
19,19,user19's team,12,42368
19,19,user19's team,12,42412
19,19,user19's team,12,42388
19,19,user19's team,12,44872
19,19,user19's team,12,46354
19,19,user19's team,12,53739
19,19,user19's team,12,37139
19,19,user19's team,12,54604
19,19,user19's team,12,53449
19,19,user19's team,12,45643
19,19,user19's team,12,44888
19,19,user19's team,12,53442
20,20,user20's team,12,44854
20,20,user20's team,12,52425
20,20,user20's team,12,42553
20,20,user20's team,12,53649
20,20,user20's team,12,38592
20,20,user20's team,12,40011
20,20,user20's team,12,52527
20,20,user20's team,12,46256
20,20,user20's team,12,54538
20,20,user20's team,12,53467
20,20,user20's team,12,53509
20,20,user20's team,12,45355
21,21,user21's team,12,40737
21,21,user21's team,12,46077
21,21,user21's team,12,52852
21,21,user21's team,12,40078
21,21,user21's team,12,43522
21,21,user21's team,12,40030
21,21,user21's team,12,46155
21,21,user21's team,12,54512
21,21,user21's team,12,43338
21,21,user21's team,12,53485
21,21,user21's team,12,48097
21,21,user21's team,12,53459
22,22,user22's team,12,52474
22,22,user22's team,12,53502
22,22,user22's team,12,42421
22,22,user22's team,12,46823
22,22,user22's team,12,46081
22,22,user22's team,12,52464
22,22,user22's team,12,53117
22,22,user22's team,12,52272
22,22,user22's team,12,43327
22,22,user22's team,12,47789
22,22,user22's team,12,46211
22,22,user22's team,12,44912
23,23,user23's team,12,40011
23,23,user23's team,12,54522
23,23,user23's team,12,46652
23,23,user23's team,12,54502
23,23,user23's team,12,43478
23,23,user23's team,12,52673
23,23,user23's team,12,42721
23,23,user23's team,12,47855
23,23,user23's team,12,42428
23,23,user23's team,12,41263
23,23,user23's team,12,53633
23,23,user23's team,12,52409
24,24,user24's team,12,54534
24,24,user24's team,12,47803
24,24,user24's team,12,53098
24,24,user24's team,12,43503
24,24,user24's team,12,46080
